van_ban,loai_heading,tieu_de,noi_dung
NghiDinh158-2025.pdf,nghi_dinh - Điều 72 của Luật Bảo hiểm xã hội để tính mức bình quân tiền,Điều 72 của Luật Bảo hiểm xã hội để tính mức bình quân tiền,"lương làm căn cứ đóng bảo hiểm xã hội;
b) Người lao động có thời gian là sĩ quan, quân nhân chuyên nghiệp quân đội nhân dân; sĩ quan nghiệp vụ, sĩ
quan chuyên môn kỹ thuật công an nhân dân; người làm công tác cơ yếu hưởng lương như đối với quân nhân
chuyển ngành làm việc tại các cơ quan, tổ chức, đơn vị, doanh nghiệp thuộc đối tượng thực hiện chế độ tiền
lương do Nhà nước quy định rồi mới nghỉ hưu mà khi nghỉ hưu có tiền lương làm căn cứ đóng bảo hiểm xã hội
của số năm cuối trước khi nghỉ hưu thấp hơn so với số năm cuối trước khi chuyển ngành thì được lấy tiền lương
làm căn cứ đóng bảo hiểm xã hội của số năm cuối trước khi chuyển ngành để tính mức bình quân tiền lương làm
căn cứ đóng bảo hiểm xã hội;
c) Người lao động không thuộc trường hợp quy định tại điểm a và điểm b khoản này trong quá trình đóng bảo
hiểm xã hội theo chế độ tiền lương do Nhà nước quy định mà có mức bình quân tiền lương làm căn cứ đóng bảo
hiểm xã hội tính trên tiền lương làm căn cứ đóng bảo hiểm xã hội của số năm cuối trước khi nghỉ hưu thấp hơn
so với tính trên toàn bộ thời gian đóng thì mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội được tính
bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của toàn bộ thời gian.
3. Người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định đã đóng bảo hiểm xã hội
bao gồm phụ cấp thâm niên nghề sau đó chuyển sang ngành nghề có hoặc không có phụ cấp thâm niên nghề rồi
mới nghỉ hưu thì việc tính mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội được thực hiện như sau:
a) Đối với trường hợp trong tiền lương làm căn cứ đóng bảo hiểm xã hội của toàn bộ những năm cuối không có
phụ cấp thâm niên nghề thì lấy mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của những năm cuối
trước khi nghỉ hưu, cộng với khoản phụ cấp thâm niên nghề cao nhất đã được hưởng tính theo thời gian đã đóng
bảo hiểm xã hội bao gồm phụ cấp thâm niên nghề; trường hợp thời gian hưởng phụ cấp thâm niên nghề cao nhất
trước ngày 01 tháng 10 năm 2004 thì tiền lương làm căn cứ đóng bảo hiểm xã hội để tính khoản phụ cấp thâm
niên nghề được chuyển đổi theo chế độ tiền lương quy định tại thời điểm giải quyết hưởng chế độ;
b) Đối với trường hợp trong tiền lương làm căn cứ đóng bảo hiểm xã hội của toàn bộ những năm cuối để tính
mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một lần đã có phụ cấp
thâm niên nghề thì mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một
lần thực hiện theo quy định tại khoản 1"
NghiDinh158-2025.pdf,nghi_dinh - Điều 72 của Luật Bảo hiểm xã hội;,Điều 72 của Luật Bảo hiểm xã hội;,"c) Đối với trường hợp trong tiền lương làm căn cứ đóng bảo hiểm xã hội của những năm cuối để tính mức bình
quân tiền lương làm căn cứ đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một lần vừa có thời gian đóng có
phụ cấp thâm niên nghề, vừa có thời gian đóng không có phụ cấp thâm niên nghề mà có mức bình quân tiền
lương làm căn cứ đóng bảo hiểm xã hội tính theo quy định tại điểm b khoản này thấp hơn so với tính theo số
năm cuối trước khi chuyển nghề thì được tính mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của số
năm cuối tương ứng trước khi chuyển nghề để tính lương hưu, trợ cấp một lần.
4. Người lao động vừa có thời gian đóng bảo hiểm xã hội thuộc đối tượng thực hiện chế độ tiền lương do Nhà
nước quy định, vừa có thời gian đóng bảo hiểm xã hội theo chế độ tiền lương do người sử dụng lao động quyết
định thì việc tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội thực hiện theo quy định tại khoản 3"
NghiDinh158-2025.pdf,nghi_dinh - Điều 72 của Luật Bảo hiểm xã hội.,Điều 72 của Luật Bảo hiểm xã hội.,"Đối với thời gian đóng bảo hiểm xã hội thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định được
tính bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội theo quy định tại khoản 1"
NghiDinh158-2025.pdf,nghi_dinh - Điều 72 của Luật Bảo,Điều 72 của Luật Bảo,"hiểm xã hội trên tổng thời gian đóng theo chế độ tiền lương do Nhà nước quy định. Trường hợp chưa đủ số năm
quy định tại khoản 1"
NghiDinh158-2025.pdf,nghi_dinh - Điều 72 của Luật Bảo hiểm xã hội thì tính bình quân tiền lương làm căn cứ đóng của các,Điều 72 của Luật Bảo hiểm xã hội thì tính bình quân tiền lương làm căn cứ đóng của các,"tháng đã đóng.
5. Khi tính mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội đối với người lao động có thời gian công
tác ở cấp xã đã được tính hưởng bảo hiểm xã hội, thời gian đóng bảo hiểm xã hội theo Nghị định số
09/1998/NĐ-CP và thời gian đóng bảo hiểm xã hội bắt buộc của người hoạt động không chuyên trách ở cấp xã,
ở thôn, tổ dân phố thì thời gian này được tính là thời gian đóng bảo hiểm xã hội theo chế độ tiền lương do nhà
nước quy định.
6. Khi tính mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội đối với người lao động có thời gian công
tác trước ngày 01 tháng 01 năm 1995 được tính là thời gian đóng bảo hiểm xã hội để tính hưởng chế độ bảo hiểm
xã hội nhưng thời gian này người lao động không được hưởng tiền lương, sinh hoạt phí (được trả thù lao bằng
công điểm hoặc lương thực như giáo viên mầm non, chủ nhiệm hợp tác xã có quy mô toàn xã,..) thì mức bình
quân tiền lương làm căn cứ đóng bảo hiểm xã hội không bao gồm thời gian không được hưởng tiền lương, sinh
hoạt phí.
7. Mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một lần quy định tại"
NghiDinh158-2025.pdf,"nghi_dinh - Điều 72 của Luật Bảo hiểm xã hội được dùng để tính hưởng bảo hiểm xã hội một lần, trợ cấp tuất một lần đối","Điều 72 của Luật Bảo hiểm xã hội được dùng để tính hưởng bảo hiểm xã hội một lần, trợ cấp tuất một lần đối","với thân nhân của người đang tham gia bảo hiểm xã hội hoặc đang bảo lưu thời gian đóng bảo hiểm xã hội chết
và trợ cấp hằng tháng đối với người lao động không đủ điều kiện hưởng lương hưu và chưa đủ tuổi hưởng trợ
cấp hưu trí xã hội."
NghiDinh158-2025.pdf,nghi_dinh - Điều 16. Điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc,Điều 16. Điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc,Việc điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc được thực hiện theo
NghiDinh158-2025.pdf,nghi_dinh - Điều 73 của Luật Bảo,Điều 73 của Luật Bảo,"hiểm xã hội và được quy định chi tiết như sau:
1. Tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc để tính mức bình quân quy định tại"
NghiDinh158-2025.pdf,nghi_dinh - Điều 72 của Luật,Điều 72 của Luật,"Bảo hiểm xã hội của người lao động thuộc đối tượng thực hiện chế độ tiền lương do người sử dụng lao động
quyết định và người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định bắt đầu tham
gia bảo hiểm xã hội từ ngày 01 tháng 01 năm 2016 trở đi được điều chỉnh theo công thức sau:
Tiền lương làm căn cứ đóng bảo Hệ số điều chỉnh tiền lương làm
Tiền lương làm căn cứ đóng bảo
hiểm xã hội bắt buộc sau điều = x căn cứ đóng bảo hiểm xã hội
hiểm xã hội bắt buộc của từng năm
chỉnh của từng năm của năm tương ứng
a) Hệ số điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội được tính trên cơ sở chỉ số giá tiêu dùng bình
quân năm và được xác định bằng biểu thức sau:
Chỉ số giá tiêu dùng bình quân năm liền kề trước năm người
lao động hưởng bảo hiểm xã hội tính theo gốc so sánh bình
Hệ số điều chỉnh tiền lương làm căn cứ đóng quân năm 1994
=
bảo hiểm xã hội của năm t
Chỉ số giá tiêu dùng bình quân năm t tính theo gốc so sánh
bình quân năm 1994
Trong đó:
t là năm bất kỳ trong giai đoạn điều chỉnh;
Hệ số điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội của năm t được lấy tròn đến hai chữ số thập phân
và mức thấp nhất bằng 1 (một).
b) Hệ số điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội của các năm trước năm 1995 được lấy bằng hệ
số điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội của năm 1994.
2. Trên cơ sở chỉ số giá tiêu dùng bình quân năm tính theo gốc so sánh bình quân năm 1994 do Cục Thống kê,
Bộ Tài chính cung cấp, Bảo hiểm xã hội Việt Nam xác định hệ số điều chỉnh tiền lương làm căn cứ đóng bảo
hiểm xã hội và thực hiện điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội cho người lao động theo quy
định tại khoản 1 Điều này."
NghiDinh158-2025.pdf,nghi_dinh - Điều 17. Chế độ hưu trí đối với người vừa có thời gian đóng bảo hiểm xã hội tự nguyện vừa có thời gian,Điều 17. Chế độ hưu trí đối với người vừa có thời gian đóng bảo hiểm xã hội tự nguyện vừa có thời gian,"đóng bảo hiểm xã hội bắt buộc
1. Người lao động vừa có thời gian đóng bảo hiểm xã hội tự nguyện vừa có thời gian đóng bảo hiểm xã hội bắt
buộc thì thời gian tính hưởng chế độ hưu trí là tổng thời gian đã đóng bảo hiểm xã hội tự nguyện và bảo hiểm xã
hội bắt buộc.
2. Người lao động có từ đủ 15 năm đóng bảo hiểm xã hội bắt buộc trở lên nếu thuộc đối tượng quy định tại"
NghiDinh158-2025.pdf,"nghi_dinh - Điều 65 của Luật Bảo hiểm xã hội thì điều kiện, mức hưởng lương hưu thực hiện theo chính sách","Điều 65 của Luật Bảo hiểm xã hội thì điều kiện, mức hưởng lương hưu thực hiện theo chính sách","bảo hiểm xã hội bắt buộc.
Người vừa có thời gian đóng bảo hiểm xã hội tự nguyện vừa có thời gian đóng bảo hiểm xã hội bắt buộc mà
tham gia bảo hiểm xã hội tự nguyện trước ngày 01 tháng 01 năm 2021 và đủ 20 năm đóng bảo hiểm xã hội tự
nguyện trở lên thì điều kiện về tuổi hưởng lương hưu là đủ 60 tuổi đối với nam, đủ 55 tuổi đối với nữ.
3. Mức lương hưu hằng tháng được tính bằng tỷ lệ hưởng lương hưu hằng tháng nhân với mức bình quân thu
nhập và tiền lương làm căn cứ đóng bảo hiểm xã hội quy định tại khoản 5 Điều này.
Trường hợp người vừa có thời gian đóng bảo hiểm xã hội tự nguyện vừa có thời gian đóng bảo hiểm xã hội bắt
buộc mà đã tham gia bảo hiểm xã hội theo đối tượng quy định tại điểm a, b, c, d, đ, g và i khoản 1"
NghiDinh158-2025.pdf,nghi_dinh - Điều 2 của,Điều 2 của,"Luật Bảo hiểm xã hội từ trước ngày 01 tháng 7 năm 2025 và có thời gian đóng bảo hiểm xã hội bắt buộc theo các
đối tượng này từ đủ 20 năm trở lên khi tính mức lương hưu hằng tháng thấp hơn mức tham chiếu thì được tính
bằng mức tham chiếu.
4. Mức hưởng bảo hiểm xã hội một lần được tính theo quy định tại khoản 3 và khoản 4"
NghiDinh158-2025.pdf,nghi_dinh - Điều 70 của Luật Bảo,Điều 70 của Luật Bảo,"hiểm xã hội, trên cơ sở số năm đã đóng bảo hiểm xã hội, mức bình quân thu nhập và tiền lương làm căn cứ đóng
bảo hiểm xã hội quy định tại khoản 5 Điều này.
5. Mức bình quân thu nhập và tiền lương làm căn cứ đóng bảo hiểm xã hội được tính theo công thức sau:
Mức bình quân tiền
Tổng các mức thu nhập làm Tổng số tháng đóng
lương làm căn cứ đóng
Mức bình quân thu căn cứ đóng bảo hiểm xã + + bảo hiểm xã hội bắt
bảo hiểm xã hội bắt
nhập và tiền lương làm hội tự nguyện buộc
= buộc
căn cứ đóng bảo hiểm
xã hội
Tổng số tháng đóng bảo hiểm xã hội tự Tổng số tháng đóng bảo hiểm
+
nguyện xã hội bắt buộc
Trong đó:
Mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc được tính theo quy định tại"
NghiDinh158-2025.pdf,nghi_dinh - Điều 72 của,Điều 72 của,Luật Bảo hiểm xã hội và
NghiDinh158-2025.pdf,nghi_dinh - Điều 15 của Nghị định này.,Điều 15 của Nghị định này.,"Mức thu nhập làm căn cứ đóng bảo hiểm xã hội tự nguyện là mức thu nhập làm căn cứ đóng bảo hiểm xã hội tự
nguyện đã được điều chỉnh theo quy định tại khoản 2"
NghiDinh158-2025.pdf,"nghi_dinh - Điều 18. Tạm dừng, chấm dứt, tiếp tục hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng và trợ cấp","Điều 18. Tạm dừng, chấm dứt, tiếp tục hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng và trợ cấp","một lần đối với người nước ngoài đang hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng
1. Việc tạm dừng, chấm dứt, tiếp tục hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng thực hiện theo quy
định tại các"
NghiDinh158-2025.pdf,"nghi_dinh - Điều 75, 80 và 81 của Luật Bảo hiểm xã hội.","Điều 75, 80 và 81 của Luật Bảo hiểm xã hội.","2. Người nước ngoài đang hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng tại Việt Nam nếu có nguyện
vọng thì có văn bản đề nghị gửi cơ quan bảo hiểm xã hội để được giải quyết hưởng trợ cấp một lần theo quy định
tại"
NghiDinh158-2025.pdf,nghi_dinh - Điều 76 của Luật Bảo hiểm xã hội.,Điều 76 của Luật Bảo hiểm xã hội.,Mục 2. CHẾ ĐỘ TỬ TUẤT
NghiDinh158-2025.pdf,"nghi_dinh - Điều 19. Chế độ tử tuất đối với trường hợp người đang hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp","Điều 19. Chế độ tử tuất đối với trường hợp người đang hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp","hằng tháng chưa nghỉ việc hoặc còn bảo lưu thời gian đóng bảo hiểm xã hội và người đang hưởng trợ cấp
tai nạn lao động, bệnh nghề nghiệp hằng tháng đồng thời là người đang hưởng lương hưu
1. Người đang hưởng hoặc đang tạm dừng hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng mà
đang tham gia hoặc đang bảo lưu thời gian đóng bảo hiểm xã hội khi chết được giải quyết chế độ tử tuất như sau:
a) Thân nhân, tổ chức, cá nhân lo mai táng được hưởng trợ cấp mai táng theo quy định tại khoản 2"
NghiDinh158-2025.pdf,nghi_dinh - Điều 85 của,Điều 85 của,"Luật Bảo hiểm xã hội;
b) Trường hợp đang hưởng, đang tạm dừng hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng với
mức suy giảm khả năng lao động từ 61% trở lên hoặc đang tham gia, đang bảo lưu có thời gian đóng bảo hiểm
xã hội bắt buộc từ đủ 15 năm trở lên thì thân nhân đủ điều kiện theo quy định tại khoản 2 và khoản 3"
NghiDinh158-2025.pdf,nghi_dinh - Điều 86,Điều 86,của Luật Bảo hiểm xã hội được hưởng trợ cấp tuất hằng tháng theo quy định tại
NghiDinh158-2025.pdf,nghi_dinh - Điều 87 của Luật Bảo hiểm xã,Điều 87 của Luật Bảo hiểm xã,"hội;
c) Trường hợp giải quyết trợ cấp tuất một lần thì giải quyết theo quy định đối với người đang tham gia hoặc đang
bảo lưu thời gian đóng bảo hiểm xã hội chết.
2. Trường hợp người vừa hưởng lương hưu vừa hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng
khi chết thì giải quyết chế độ tử tuất đối với người đang hưởng lương hưu chết."
NghiDinh158-2025.pdf,nghi_dinh - Điều 20. Việc giải quyết hưởng chế độ tử tuất đối với người nước ngoài,Điều 20. Việc giải quyết hưởng chế độ tử tuất đối với người nước ngoài,"Việc giải quyết hưởng chế độ tử tuất đối với thân nhân của người lao động là công dân nước ngoài làm việc tại
Việt Nam tham gia bảo hiểm xã hội bắt buộc chết thực hiện theo quy định tại các"
NghiDinh158-2025.pdf,"nghi_dinh - Điều 85, 88, 89, 90 và 91 của","Điều 85, 88, 89, 90 và 91 của","Luật Bảo hiểm xã hội và được quy định chi tiết như sau:
1. Trường hợp người lao động là công dân nước ngoài làm việc tại Việt Nam chết tại nước ngoài thì hồ sơ quy
định tại điểm b khoản 1, điểm a khoản 2 và điểm b khoản 3"
NghiDinh158-2025.pdf,nghi_dinh - Điều 90 của Luật Bảo hiểm xã hội được thay thế,Điều 90 của Luật Bảo hiểm xã hội được thay thế,"bằng bản dịch tiếng Việt được công chứng hoặc chứng thực theo quy định của pháp luật về công chứng, chứng
thực các giấy tờ do cơ quan có thẩm quyền ở nước ngoài cấp thể hiện thông tin về người lao động là công dân
nước ngoài chết (họ và tên, thời điểm chết, nơi chết).
2. Chế độ tử tuất đối với người lao động là công dân nước ngoài làm việc tại Việt Nam tham gia bảo hiểm xã hội
bắt buộc chết được giải quyết khi có một trong các thân nhân của người lao động lập hồ sơ đề nghị gửi cơ quan
bảo hiểm xã hội."
NghiDinh158-2025.pdf,nghi_dinh - Điều 21. Chế độ tử tuất đối với người vừa có thời gian đóng bảo hiểm xã hội tự nguyện vừa có thời gian,Điều 21. Chế độ tử tuất đối với người vừa có thời gian đóng bảo hiểm xã hội tự nguyện vừa có thời gian,"đóng bảo hiểm xã hội bắt buộc
1. Đối với người lao động vừa có thời gian đóng bảo hiểm xã hội tự nguyện vừa có thời gian đóng bảo hiểm xã
hội bắt buộc thì thời gian tính hưởng chế độ tử tuất là tổng thời gian đã đóng bảo hiểm xã hội tự nguyện và bảo
hiểm xã hội bắt buộc.
2. Những người sau đây khi chết thì tổ chức, cá nhân lo mai táng được nhận một lần trợ cấp mai táng theo quy
định tại khoản 2"
NghiDinh158-2025.pdf,nghi_dinh - Điều 85 của Luật Bảo hiểm xã hội:,Điều 85 của Luật Bảo hiểm xã hội:,"a) Có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 12 tháng trở lên;
b) Có tổng thời gian đóng bảo hiểm xã hội tự nguyện và bảo hiểm xã hội bắt buộc từ đủ 60 tháng trở lên nếu thời
gian đóng bảo hiểm xã hội bắt buộc không đáp ứng điều kiện tại điểm a khoản này;
c) Chết do tai nạn lao động, bệnh nghề nghiệp theo quy định của pháp luật về an toàn, vệ sinh lao động;
d) Người đang hưởng hoặc đang tạm dừng hưởng lương hưu; người đang hưởng hoặc đang tạm dừng hưởng trợ
cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng.
3. Những người thuộc một trong các trường hợp dưới đây chết thì thân nhân đủ điều kiện theo quy định tại
khoản 2 và khoản 3"
NghiDinh158-2025.pdf,nghi_dinh - Điều 87 của Luật Bảo hiểm xã hội:,Điều 87 của Luật Bảo hiểm xã hội:,"a) Có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm trở lên.
Trường hợp người lao động còn thiếu tối đa không quá 6 tháng để đủ 15 năm đóng bảo hiểm xã hội bắt buộc
(bao gồm cả trường hợp người lao động có tổng thời gian đóng bảo hiểm xã hội trên 15 năm, trong đó thời gian
đóng bảo hiểm xã hội bắt buộc còn thiếu tối đa 6 tháng để đủ 15 năm đóng bảo hiểm xã hội bắt buộc), thì thân
nhân được đóng tiếp một lần cho số tháng còn thiếu vào quỹ hưu trí và tử tuất với mức đóng hằng tháng bằng
22% mức tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc của người lao động trước khi chết;
b) Chết do tai nạn lao động, bệnh nghề nghiệp theo quy định của pháp luật về an toàn, vệ sinh lao động;
c) Đang hưởng hoặc đang tạm dừng hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng với mức suy
giảm khả năng lao động từ 61% trở lên;
d) Đang hưởng hoặc đang tạm dừng hưởng lương hưu mà trước đó có thời gian đóng bảo hiểm xã hội bắt buộc
từ đủ 15 năm trở lên.
4. Thân nhân của người lao động được giải quyết hưởng trợ cấp tuất một lần trong các trường hợp dưới đây:
a) Người lao động chết không thuộc một các trường hợp quy định tại khoản 3 Điều này;
b) Người lao động chết thuộc một trong các trường hợp quy định tại khoản 3 Điều này nhưng không có thân
nhân hưởng trợ cấp tuất hằng tháng theo quy định tại khoản 2 và khoản 3"
NghiDinh158-2025.pdf,nghi_dinh - Điều 86 của Luật Bảo hiểm xã hội;,Điều 86 của Luật Bảo hiểm xã hội;,c) Thân nhân thuộc diện hưởng trợ cấp tuất hằng tháng theo quy định tại khoản 2 và khoản 3
NghiDinh158-2025.pdf,nghi_dinh - Điều 86 của Luật,Điều 86 của Luật,"Bảo hiểm xã hội mà có nguyện vọng hưởng trợ cấp tuất một lần.
5. Trợ cấp tuất một lần:
a) Đối với người lao động đang tham gia bảo hiểm xã hội hoặc đang bảo lưu thời gian đóng bảo hiểm xã hội chết
thì trợ cấp tuất một lần được tính theo quy định tại khoản 1"
NghiDinh158-2025.pdf,nghi_dinh - Điều 89 của Luật Bảo hiểm xã hội trên cơ sở mức,Điều 89 của Luật Bảo hiểm xã hội trên cơ sở mức,bình quân thu nhập và tiền lương làm căn cứ đóng bảo hiểm xã hội theo quy định tại khoản 5
NghiDinh158-2025.pdf,nghi_dinh - Điều 17 của Nghị,Điều 17 của Nghị,"định này;
b) Đối với người đang hưởng hoặc tạm dừng hưởng lương hưu chết thì trợ cấp tuất một lần được tính theo quy
định tại khoản 2"
NghiDinh158-2025.pdf,nghi_dinh - Điều 89 của Luật Bảo hiểm xã hội;,Điều 89 của Luật Bảo hiểm xã hội;,"c) Đối với người đang hưởng hoặc đang tạm dừng hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng
mà đang tham gia hoặc đang bảo lưu thời gian đóng bảo hiểm xã hội khi chết thì trợ cấp tuất một lần được giải
quyết đối với trường hợp người đang tham gia hoặc đang bảo lưu thời gian đóng bảo hiểm xã hội chết;
d) Đối với người đang hưởng hoặc đang tạm dừng hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng
mà đã hưởng bảo hiểm xã hội một lần, không còn bảo lưu thời gian đóng bảo hiểm xã hội chết thì trợ cấp tuất
một lần bằng 3 tháng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng đang hưởng.
Chương IV
CHẾ ĐỘ ĐỐI VỚI NGƯỜI LAO ĐỘNG KHÔNG ĐỦ ĐIỀU KIỆN HƯỞNG LƯƠNG
HƯU VÀ CHƯA ĐỦ TUỔI HƯỞNG TRỢ CẤP HƯU TRÍ XÃ HỘI
Chế độ đối với người lao động không đủ điều kiện hưởng lương hưu và chưa đủ tuổi hưởng trợ cấp hưu trí xã hội
được thực hiện theo quy định tại"
NghiDinh158-2025.pdf,nghi_dinh - Điều 22. Đối tượng và điều kiện hưởng,Điều 22. Đối tượng và điều kiện hưởng,1. Đối tượng áp dụng là người lao động theo quy định tại khoản 1
NghiDinh158-2025.pdf,nghi_dinh - Điều 2 của Luật Bảo hiểm xã hội đủ tuổi nghỉ,Điều 2 của Luật Bảo hiểm xã hội đủ tuổi nghỉ,"hưu có thời gian đóng bảo hiểm xã hội nhưng không đủ điều kiện hưởng lương hưu theo quy định của pháp luật
và chưa đủ điều kiện hưởng trợ cấp hưu trí xã hội theo quy định tại"
NghiDinh158-2025.pdf,nghi_dinh - Điều 21 của Luật Bảo hiểm xã hội.,Điều 21 của Luật Bảo hiểm xã hội.,"2. Điều kiện hưởng là đối tượng quy định tại khoản 1 Điều này không hưởng bảo hiểm xã hội một lần, không
bảo lưu thời gian đóng bảo hiểm xã hội và có đề nghị được hưởng trợ cấp hằng tháng."
NghiDinh158-2025.pdf,nghi_dinh - Điều 23. Thời gian hưởng trợ cấp hằng tháng,Điều 23. Thời gian hưởng trợ cấp hằng tháng,"1. Thời gian hưởng trợ cấp hằng tháng được xác định căn cứ vào thời gian đóng, căn cứ đóng bảo hiểm xã hội
của người lao động và được tính theo công thức sau:
Trong đó:
a) T : thời gian hưởng trợ cấp hằng tháng (tháng);
tt
b) M : Mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc được tính theo quy định tại"
NghiDinh158-2025.pdf,nghi_dinh - Điều 72,Điều 72,"bq
của Luật Bảo hiểm xã hội và"
NghiDinh158-2025.pdf,nghi_dinh - Điều 15 của Nghị định này đối với người tham gia bảo hiểm xã hội bắt buộc hoặc,Điều 15 của Nghị định này đối với người tham gia bảo hiểm xã hội bắt buộc hoặc,mức bình quân thu nhập và tiền lương làm căn cứ đóng bảo hiểm xã hội được tính theo quy định tại khoản 5
NghiDinh158-2025.pdf,nghi_dinh - Điều 17 của Nghị định này đối với người vừa có thời gian đóng bảo hiểm xã hội tự nguyện vừa có thời gian,Điều 17 của Nghị định này đối với người vừa có thời gian đóng bảo hiểm xã hội tự nguyện vừa có thời gian,"đóng bảo hiểm xã hội bắt buộc (đồng/tháng);
c) N: số năm đóng bảo hiểm xã hội. Trường hợp thời gian đóng bảo hiểm xã hội có tháng lẻ từ 01 tháng đến 06
tháng được tính là nửa năm, từ 07 tháng đến 11 tháng được tính là một năm;
d) TC : Mức trợ cấp hưu trí xã hội hằng tháng được tính tại thời điểm giải quyết chế độ trợ cấp hằng tháng
htxh
(đồng/tháng).
Trường hợp tính theo công thức nêu trên có thời gian lẻ chưa đủ tháng thì được tính làm tròn thành 01 tháng.
2. Thời gian hưởng trợ cấp hằng tháng được xác định trong khoảng thời gian từ tháng người lao động có văn bản
đề nghị khi đã đủ tuổi nghỉ hưu đến khi đủ tuổi hưởng trợ cấp hưu trí xã hội theo quy định của pháp luật tại thời
điểm giải quyết chế độ. Trường hợp thời gian hưởng trợ cấp hằng tháng tính theo công thức quy định tại khoản 1
Điều này vượt quá thời gian đến khi đủ tuổi hưởng trợ cấp hưu trí xã hội thì người lao động được tính để hưởng
mức trợ cấp hằng tháng với mức cao hơn theo quy định tại khoản 2"
